URL,Page purpose,Current title,Recommended title,Current meta description,Recommended meta description,Current H1,Recommended H1,Primary search intent,Primary keyword/topic,Indexability,Canonical,Schema,H2/H3 review,Robots / indexability,Open Graph,Images / alt text,Internal links,External links,Duplicate / cannibalization,Content issues,Performance / CWV,Mobile / accessibility,CTA / local SEO,Entity / factual accuracy,Priority,Status,Redirect target,Word count,Issues
/blog/how-to-talk-to-someone-experiencing-psychosis,Medical informational page for how to talk to someone experiencing psychosis,How to Talk to Someone Who May Be Experiencing Psychosis,How to Talk to Someone Who May Be Experiencing Psychosis,"A calm, practical family guide to voices, suspicious beliefs, confusion and urgent warning signs in psychosis.","A calm, practical family guide to voices, suspicious beliefs, confusion and urgent warning signs in psychosis.",How to Talk to Someone Who May Be Experiencing Psychosis,How to Talk to Someone Who May Be Experiencing Psychosis,Medical informational,how to talk to someone who may be experiencing psychosis,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/how-to-talk-to-someone-experiencing-psychosis,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,10 H2 / 2 H3 — Key points | Start with safety and connection | What usually makes the situation harder | Encourage assessment,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,28 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,175 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,972,None
/blog/normal-ageing-or-memory-problem,Medical informational page for normal ageing or memory problem,Normal Ageing or a Memory Problem? Signs to Notice,Normal Ageing or a Memory Problem? Signs to Notice,"Learn which everyday memory lapses may be common and which changes in judgement, navigation or independence deserve assessment.","Learn which everyday memory lapses may be common and which changes in judgement, navigation or independence deserve assessment.",Normal Ageing or a Memory Problem? Signs to Notice,Normal Ageing or a Memory Problem? Signs to Notice,Medical informational,normal ageing or a memory problem? signs to notice,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/normal-ageing-or-memory-problem,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,9 H2 / 0 H3 — Key points | Changes that deserve attention | Not every memory problem is dementia | What an assessment may include,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,27 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,170 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,896,None
/blog/ocd-more-than-cleanliness,Medical informational page for ocd more than cleanliness,OCD Is More Than Cleanliness: Hidden Symptoms Explained,OCD Is More Than Cleanliness: Hidden Symptoms Explained,"Learn how intrusive thoughts, checking, mental rituals and reassurance can be part of OCD—and why thoughts do not define character.","Learn how intrusive thoughts, checking, mental rituals and reassurance can be part of OCD—and why thoughts do not define character.",OCD Is More Than Cleanliness: Hidden Symptoms Explained,OCD Is More Than Cleanliness: Hidden Symptoms Explained,Medical informational,ocd is more than cleanliness: hidden symptoms explained,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/ocd-more-than-cleanliness,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,10 H2 / 3 H3 — Key points | Obsessions and compulsions | Mental rituals can be easy to miss | Why reassurance has limits,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,28 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,176 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,939,None
/blog/panic-attack-what-happens-and-what-helps,Medical informational page for panic attack what happens and what helps,What Happens During a Panic Attack—and What Helps,What Happens During a Panic Attack—and What Helps,"Understand racing heart, breathlessness and fear during panic, when medical assessment is urgent, and how panic disorder is treated.","Understand racing heart, breathlessness and fear during panic, when medical assessment is urgent, and how panic disorder is treated.",What Happens During a Panic Attack—and What Helps,What Happens During a Panic Attack—and What Helps,Medical informational,what happens during a panic attack—and what helps,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/panic-attack-what-happens-and-what-helps,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,10 H2 / 3 H3 — Key points | The alarm response | Do not assume every symptom is panic | What to do during a known panic episode,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,28 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,177 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,980,None
/blog/questions-before-psychiatric-medication,Medical informational page for questions before psychiatric medication,Psychiatric Medication: Seven Questions Worth Asking,Psychiatric Medication: Seven Questions Worth Asking,"A shared-decision guide to the goal, benefits, side effects, monitoring, duration and safe stopping of psychiatric medication.","A shared-decision guide to the goal, benefits, side effects, monitoring, duration and safe stopping of psychiatric medication.",Psychiatric Medication: Seven Questions Worth Asking,Psychiatric Medication: Seven Questions Worth Asking,Medical informational,psychiatric medication: seven questions worth asking,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/questions-before-psychiatric-medication,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,"9 H2 / 0 H3 — Key points | Questions to take into the consultation | What ‘lowest effective dose’ means | Side effects are data, not a reason for silence","index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,26 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,171 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,949,None
/blog/when-should-a-child-see-a-psychiatrist,Medical informational page for when should a child see a psychiatrist,When Should a Child See a Psychiatrist?,When Should a Child See a Psychiatrist?,"A parent-friendly guide to emotional, behavioural, school and developmental changes that may deserve child psychiatry assessment.","A parent-friendly guide to emotional, behavioural, school and developmental changes that may deserve child psychiatry assessment.",When Should a Child See a Psychiatrist?,When Should a Child See a Psychiatrist?,Medical informational,when should a child see a psychiatrist?,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/when-should-a-child-see-a-psychiatrist,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,10 H2 / 1 H3 — Key points | Patterns worth noticing | What assessment involves | Parents are part of treatment,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,28 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,173 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,918,None
/blog/when-to-see-a-psychiatrist,Medical informational page for when to see a psychiatrist,When Should You See a Psychiatrist? A Practical Guide,When Should You See a Psychiatrist? A Practical Guide,"Learn which changes in mood, sleep, behaviour, substance use or memory suggest it is time to consult a psychiatrist in Vijayawada.","Learn which changes in mood, sleep, behaviour, substance use or memory suggest it is time to consult a psychiatrist in Vijayawada.",When Should You See a Psychiatrist? A Practical Guide,When Should You See a Psychiatrist? A Practical Guide,Medical informational,when should you see a psychiatrist? a practical guide,Indexable — included in sitemap,https://drkrishnadas.netlify.app/blog/when-to-see-a-psychiatrist,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; Article; Organization; BreadcrumbList; ListItem; FAQPage; Question; Answer,10 H2 / 3 H3 — Key points | What a psychiatrist can help assess | Four questions that can guide the decision | When not to wait for an appointment,"index, follow",Complete,3 images; 0 missing alt; responsive Next images detected: false,28 internal links; appointment linked,5 external links,No exact duplicate detected in initial pass,No material content issue,180 KB HTML; 3 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,1141,None
/clinic,Legacy URL preserving existing SEO equity,Permanent redirect to https://drkrishnadas.netlify.app/clinic-vijayawada,Keep permanent redirect to https://drkrishnadas.netlify.app/clinic-vijayawada,N/A — redirect,N/A — redirect,N/A — redirect,N/A — redirect,Legacy navigation,clinic,Redirect — not indexable,https://drkrishnadas.netlify.app/clinic-vijayawada,Inherited from destination,N/A,Permanent 301,Inherited from destination,N/A,Internal links updated to destination,N/A,Consolidated by redirect,None — equity preserved,Redirect only; negligible,Destination audited,Destination audited,Destination audited,NO CHANGE,301,https://drkrishnadas.netlify.app/clinic-vijayawada,,
/clinic-vijayawada,Local visit-planning / navigational page for clinic vijayawada,Krishna Neuro Psychiatric Centre | Vijayawada Clinic,Krishna Neuro Psychiatric Centre | Vijayawada Clinic,"Plan a visit to Krishna Neuro Psychiatric Centre in Suryaraopet, Vijayawada. View the verified address, clinic hours, directions and appointment options.","Plan a visit to Krishna Neuro Psychiatric Centre in Suryaraopet, Vijayawada. View the verified address, clinic hours, directions and appointment options.",Visit Krishna Neuro Psychiatric Centre in Vijayawada,Visit Krishna Neuro Psychiatric Centre in Vijayawada,Local visit-planning / navigational,Krishna Neuro Psychiatric Centre Vijayawada,Indexable — included in sitemap,https://drkrishnadas.netlify.app/clinic-vijayawada,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; WebPage; FAQPage; Question; Answer; BreadcrumbList; ListItem,7 H2 / 5 H3 — Official address | Clinic hours | Consultant psychiatrist | A few practical steps can make the visit easier.,"index, follow",Complete,4 images; 0 missing alt; responsive Next images detected: false,24 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,188 KB HTML; 4 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,927,None
/conditions,Branded informational page for conditions,Mental Health Conditions We Treat,Mental Health Conditions We Treat,"Explore clear, evidence-based guides to depression, anxiety, OCD, bipolar disorder, psychosis, addiction, sleep, child psychiatry, memory and more.","Explore clear, evidence-based guides to depression, anxiety, OCD, bipolar disorder, psychosis, addiction, sleep, child psychiatry, memory and more.",Understand the pattern. Find the right next step.,Understand the pattern. Find the right next step.,Branded informational,mental health conditions we treat,Indexable — included in sitemap,https://drkrishnadas.netlify.app/conditions,MedicalClinic; ImageObject; PostalAddress; City; State; GeoCoordinates; OpeningHoursSpecification; ContactPoint; Person; EducationalOccupationalCredential; WebSite; BreadcrumbList; ListItem,31 H2 / 0 H3 — Depression | Anxiety | Panic Disorder | Obsessive-Compulsive Disorder (OCD),"index, follow",Complete,33 images; 0 missing alt; responsive Next images detected: false,48 internal links; appointment linked,3 external links,No exact duplicate detected in initial pass,No material content issue,245 KB HTML; 33 images; lazy/responsive image review applied,viewport configured; semantic H1; image alt complete,appointment:true; call:true; WhatsApp:true; directions:true; local signals:true,canonical clinic/doctor naming consistent; no unsupported superlative detected,NO CHANGE,200,,1287,None
